label,message
safe,Near kalainar tv office.thenampet
safe,Sorry. || mail? ||
safe,Lol great now im getting hungry.
safe,"Ok da, i already planned. I wil pick you."
safe,Are you available for soiree on June 3rd?
phishing,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
phishing,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
safe,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
safe,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
safe,How much is blackberry bold2 in nigeria.
phishing,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ?1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
safe,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
safe,I enjoy watching and playing football and basketball. Anything outdoors. And you?
phishing,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive ?5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
safe,Aiyo a bit pai seh ?_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
safe,Umma. Did she say anything
safe,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
safe,I went to ur hon lab but no one is there.
safe,That one week leave i put know that time. Why.
safe,Do you want bold 2 or bb torch
safe,Then ?_ ask dad to pick ?_ up lar... ?? wan 2 stay until 6 meh...
safe,How long does applebees fucking take
safe,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
safe,Oh ok i didnt know what you meant. Yep i am baby jontin
phishing,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
safe,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
safe,Well welp is sort of a semiobscure internet thing
safe,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
safe,Thanks honey. Have a great day.
safe,Where r e meeting tmr?
safe,Slip keputusan akan diedarkan minggu depan
phishing,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
safe,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
safe,Terima kasih semua parents
safe,U still going to the mall?
safe,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
safe,Poor girl can't go one day lmao
safe,Its  &lt;#&gt; k here oh. Should i send home for sale.
safe,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
safe,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
safe,Anything lar then ?_ not going home 4 dinner?
safe,"I??l leave around four, ok?"
safe,Ok no prob. Take ur time.
safe,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
safe,My uncles in Atlanta. Wish you guys a great semester.
safe,Not directly behind... Abt 4 rows behind ?_...
safe,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
safe,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
phishing,"URGENT! Your mobile No 077xxx WON a ?2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
safe,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
safe,"Its ok, if anybody asks abt me, u tel them..:-P"
safe,"Alright if you're sure, let me know when you're leaving"
phishing,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
safe,Oh god. I'm gonna Google nearby cliffs now.
phishing,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
safe,So what do you guys do.
phishing,"WELL DONE! Your 4* Costa Del Sol Holiday or ?5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost?1.50/pm, Max10mins"
safe,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
safe,Info program gotong royong hujung minggu ini
safe,"Good! No, don?? need any receipts??well done! (?_) Yes, please tell . What?? her number, i could ring her"
safe,Lmao ok I wont be needing u to do my hair anymore.
safe,So that takes away some money worries
safe,No no. I will check all rooms befor activities
safe,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
safe,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
safe,"\Pete can you please ring meive hardly gotany credit\"""""
phishing,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
safe,"It,,s a taxt massage....tie-pos argh ok! Lool!"
phishing,Topup percuma klik topup-free.top
safe,"that would be good ?_ I'll phone you tomo lunchtime, shall I, to organise something?"
safe,Webpage s not available!
safe,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
safe,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
safe,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
phishing,Telegram Support: Your account will be suspended. Verify here: http://telegram-secure-login.xyz
safe,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
safe,Yup but not studying surfing lor. I'm in e lazy mode today.
safe,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
phishing,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or ?10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
safe,Oic... Then better quickly go bathe n settle down...
safe,Home so we can always chat
safe,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
phishing,"URGENT! Your mobile No 07xxxxxxxxx won a ?2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
safe,(That said can you text him one more time?)
safe,Where to get those?
safe,Well I might not come then...
safe,Sent me de webadres for geting salary slip
safe,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
safe,Your right! I'll make the appointment right now.
phishing,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
safe,Smith waste da.i wanna gayle.
safe,"Yes..but they said its IT.,"
safe,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
safe,I wanna watch that movie
safe,Once free call me sir.
safe,I'm meeting Darren...
safe,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
safe,Ha ha cool cool chikku chikku:-):-DB-)
safe,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
safe,I'm in school now n i'll be in da lab doing some stuff give me a call when ?_ r done.
safe,Yunny i'm walking in citylink now ?_ faster come down... Me very hungry...
safe,Get ready for  &lt;#&gt;  inches of pleasure...
safe,Mum not going robinson already.
safe,I got your back! Do you have any dislikes in bed?
safe,Ok k..sry i knw 2 siva..tats y i askd..
safe,K come to nordstrom when you're done
safe,I'm job profile seems like bpo..
safe,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
phishing,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
safe,Terima kasih sebab cepat respon
safe,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
phishing,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ?500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
safe,What about this one then.
phishing,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
safe,"No, but you told me you were going, before you got drunk!"
safe,Sleeping nt feeling well
safe,I think chennai well settled?
phishing,"URGENT! Your Mobile No was awarded a ?2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
phishing,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
safe,Anak diminta bawa kertas A4 esok
phishing,PTPTN diskaun bayar klik ptptn-diskaun.site
safe,R ?_ comin back for dinner?
safe,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
phishing,"For ur chance to win a ?250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
safe,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
safe,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
safe,U WILL SWITCH YOUR FONE ON DAMMIT!!
safe,We will meet soon princess! Ttyl!
safe,I keep ten rs in my shelf:) buy two egg.
safe,Dont put your phone on silent mode ok
safe,No need lar i go engin? Cos my sis at arts today...
safe,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
safe,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
safe,"Me, i dont know again oh"
safe,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
